state,gender,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
SD,F,58.0,68.0,108.0,111.0,128.0,177.0,192.0,228.0,229.0,208.0,229.0,273.0,249.0,269.0,250.0,265.0,227.0,238.0,224.0,232.0,238.0,229.0,274.0,244.0,243.0,248.0,226.0,228.0,225.0,215.0,209.0,216.0,225.0,271.0,273.0,225.0,300.0,310.0,317.0,357.0,338.0,306.0,299.0,314.0,338.0,314.0,269.0,239.0,229.0,226.0,216.0,187.0,171.0,190.0,177.0,115.0,115.0,99.0,85.0,66.0,55.0,51.0,37.0,25.0,37.0,26.0,27.0,27.0,26.0,30.0,35.0,34.0,38.0,16.0,23.0,17.0,24.0,22.0,23.0,26.0,16.0,18.0,25.0,21.0,19.0,21.0,9.0,13.0,11.0,12.0,16.0,13.0,15.0,13.0,,7.0,10.0,11.0,,6.0,11.0,5.0,7.0,5.0,6.0,9.0,,7.0,5.0
TN,F,735.0,721.0,869.0,1029.0,1158.0,1515.0,1723.0,1744.0,1909.0,2001.0,2076.0,2256.0,2245.0,2372.0,2473.0,2443.0,2150.0,2330.0,2116.0,2027.0,2104.0,2042.0,2022.0,1846.0,1958.0,1952.0,1793.0,1741.0,1827.0,1735.0,1780.0,1926.0,1867.0,1927.0,1810.0,1646.0,1876.0,1928.0,1779.0,1670.0,1551.0,1547.0,1488.0,1461.0,1322.0,1286.0,1205.0,1105.0,1035.0,973.0,907.0,873.0,798.0,767.0,756.0,637.0,563.0,559.0,503.0,525.0,520.0,469.0,413.0,408.0,349.0,342.0,337.0,327.0,352.0,350.0,363.0,365.0,364.0,344.0,314.0,320.0,287.0,320.0,313.0,302.0,281.0,297.0,308.0,325.0,302.0,270.0,290.0,268.0,257.0,229.0,259.0,248.0,231.0,215.0,178.0,194.0,162.0,173.0,169.0,165.0,127.0,103.0,112.0,103.0,102.0,124.0,112.0,99.0,127.0
TN,M,,6.0,,,,6.0,10.0,7.0,,,12.0,8.0,6.0,8.0,12.0,12.0,5.0,13.0,11.0,12.0,11.0,15.0,14.0,9.0,9.0,11.0,14.0,10.0,12.0,6.0,7.0,12.0,7.0,5.0,,5.0,8.0,6.0,,6.0,7.0,,,,,,8.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TX,F,895.0,906.0,1179.0,1425.0,1707.0,2051.0,2328.0,2504.0,2589.0,2740.0,3192.0,3414.0,3371.0,3246.0,3528.0,3535.0,3442.0,3607.0,3419.0,3424.0,3394.0,3301.0,3182.0,2999.0,3252.0,3180.0,3111.0,3123.0,3382.0,3254.0,3375.0,3620.0,3772.0,4065.0,4139.0,3779.0,4205.0,4211.0,4175.0,4143.0,4063.0,4000.0,4147.0,4161.0,4080.0,3723.0,3617.0,3618.0,3264.0,3076.0,2769.0,2614.0,2436.0,2342.0,2333.0,1891.0,1719.0,1561.0,1423.0,1351.0,1352.0,1257.0,969.0,969.0,915.0,875.0,770.0,794.0,755.0,868.0,905.0,821.0,901.0,783.0,748.0,804.0,728.0,650.0,659.0,665.0,663.0,595.0,615.0,552.0,526.0,557.0,463.0,446.0,425.0,477.0,428.0,370.0,381.0,346.0,333.0,314.0,315.0,270.0,264.0,248.0,198.0,211.0,205.0,204.0,221.0,221.0,209.0,194.0,191.0
TX,M,6.0,6.0,7.0,8.0,7.0,,,10.0,14.0,9.0,10.0,6.0,9.0,18.0,7.0,16.0,19.0,15.0,14.0,20.0,30.0,25.0,31.0,29.0,24.0,18.0,18.0,20.0,23.0,17.0,25.0,25.0,20.0,37.0,26.0,15.0,21.0,19.0,16.0,14.0,9.0,16.0,23.0,10.0,17.0,8.0,9.0,19.0,13.0,13.0,9.0,18.0,12.0,7.0,7.0,7.0,10.0,12.0,7.0,10.0,5.0,5.0,,5.0,,5.0,7.0,5.0,6.0,8.0,7.0,,,,,12.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,F,57.0,71.0,86.0,82.0,123.0,183.0,172.0,203.0,206.0,195.0,222.0,235.0,223.0,219.0,187.0,189.0,202.0,200.0,178.0,178.0,161.0,187.0,164.0,164.0,158.0,160.0,185.0,161.0,165.0,179.0,168.0,168.0,189.0,240.0,218.0,195.0,220.0,240.0,256.0,233.0,240.0,234.0,230.0,230.0,230.0,181.0,205.0,207.0,183.0,164.0,148.0,145.0,171.0,137.0,129.0,125.0,110.0,89.0,81.0,79.0,97.0,77.0,77.0,84.0,70.0,89.0,88.0,98.0,101.0,113.0,109.0,112.0,104.0,79.0,84.0,83.0,53.0,56.0,61.0,60.0,68.0,71.0,64.0,62.0,53.0,56.0,65.0,60.0,86.0,63.0,58.0,57.0,60.0,64.0,50.0,51.0,53.0,48.0,54.0,47.0,30.0,40.0,36.0,25.0,33.0,36.0,32.0,35.0,18.0
UT,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VA,F,848.0,747.0,998.0,1060.0,1265.0,1576.0,1652.0,1783.0,1919.0,1939.0,2046.0,2059.0,2011.0,2021.0,2075.0,1940.0,1844.0,1788.0,1699.0,1599.0,1659.0,1557.0,1581.0,1449.0,1539.0,1465.0,1378.0,1452.0,1387.0,1349.0,1426.0,1500.0,1621.0,1627.0,1547.0,1516.0,1564.0,1599.0,1487.0,1600.0,1449.0,1399.0,1386.0,1365.0,1367.0,1262.0,1287.0,1194.0,1072.0,1079.0,1097.0,985.0,945.0,908.0,896.0,823.0,775.0,619.0,552.0,508.0,537.0,543.0,395.0,396.0,350.0,340.0,286.0,327.0,296.0,299.0,365.0,347.0,359.0,320.0,311.0,318.0,284.0,268.0,317.0,298.0,327.0,308.0,313.0,327.0,274.0,251.0,249.0,233.0,228.0,217.0,219.0,209.0,191.0,166.0,165.0,176.0,139.0,115.0,122.0,98.0,90.0,99.0,95.0,82.0,92.0,97.0,90.0,75.0,77.0
VA,M,7.0,,7.0,7.0,5.0,6.0,6.0,,,,12.0,6.0,5.0,9.0,5.0,,9.0,6.0,12.0,12.0,8.0,7.0,8.0,6.0,8.0,9.0,8.0,,15.0,,12.0,7.0,9.0,,7.0,,6.0,,5.0,,,6.0,,,,,,5.0,,,6.0,,,,,,,,,5.0,,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VT,F,45.0,62.0,95.0,80.0,106.0,120.0,144.0,126.0,139.0,121.0,132.0,154.0,129.0,119.0,124.0,141.0,113.0,115.0,123.0,141.0,126.0,114.0,127.0,117.0,114.0,99.0,112.0,104.0,105.0,106.0,123.0,111.0,128.0,121.0,118.0,120.0,132.0,183.0,146.0,173.0,155.0,148.0,154.0,174.0,186.0,144.0,123.0,156.0,117.0,126.0,102.0,97.0,81.0,84.0,96.0,73.0,61.0,56.0,42.0,39.0,35.0,44.0,31.0,18.0,20.0,20.0,23.0,22.0,20.0,27.0,32.0,23.0,13.0,18.0,18.0,20.0,19.0,9.0,14.0,13.0,22.0,13.0,17.0,11.0,14.0,9.0,15.0,6.0,10.0,13.0,13.0,10.0,11.0,15.0,5.0,,,,8.0,,,,,,,5.0,,,
WA,F,112.0,131.0,207.0,235.0,281.0,368.0,364.0,408.0,479.0,419.0,544.0,531.0,531.0,475.0,464.0,436.0,435.0,462.0,400.0,432.0,401.0,377.0,398.0,388.0,361.0,375.0,351.0,378.0,382.0,349.0,368.0,423.0,571.0,601.0,684.0,655.0,753.0,790.0,805.0,796.0,819.0,737.0,828.0,759.0,790.0,734.0,701.0,685.0,621.0,683.0,549.0,495.0,513.0,465.0,443.0,352.0,325.0,326.0,226.0,231.0,228.0,177.0,131.0,166.0,122.0,133.0,119.0,133.0,123.0,161.0,193.0,179.0,149.0,147.0,145.0,123.0,122.0,134.0,112.0,140.0,129.0,117.0,114.0,83.0,108.0,103.0,108.0,93.0,85.0,78.0,74.0,90.0,74.0,80.0,71.0,62.0,61.0,60.0,50.0,47.0,40.0,38.0,35.0,39.0,32.0,45.0,36.0,35.0,46.0
WA,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WI,F,260.0,278.0,394.0,458.0,541.0,759.0,838.0,838.0,873.0,771.0,920.0,950.0,970.0,928.0,976.0,1010.0,960.0,1119.0,1130.0,1130.0,1129.0,1089.0,1118.0,1042.0,1178.0,1115.0,1189.0,1274.0,1308.0,1288.0,1462.0,1312.0,1583.0,1724.0,1699.0,1780.0,1972.0,2255.0,2170.0,2069.0,2062.0,2252.0,2241.0,2131.0,2398.0,2201.0,2012.0,2129.0,1864.0,1774.0,1792.0,1669.0,1463.0,1362.0,1310.0,1065.0,877.0,683.0,571.0,450.0,399.0,333.0,278.0,213.0,215.0,174.0,172.0,183.0,154.0,178.0,195.0,186.0,150.0,172.0,141.0,136.0,136.0,111.0,114.0,129.0,130.0,136.0,116.0,126.0,134.0,112.0,104.0,99.0,86.0,83.0,69.0,78.0,64.0,70.0,64.0,58.0,58.0,56.0,52.0,36.0,42.0,34.0,30.0,36.0,37.0,43.0,30.0,28.0,37.0
WI,M,,,,,,,,,,,,7.0,5.0,,,,,,,11.0,,,,,,,5.0,5.0,7.0,,,,6.0,8.0,,6.0,,,5.0,,,,5.0,,5.0,,,,,5.0,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WV,F,380.0,441.0,519.0,641.0,790.0,1054.0,1120.0,1230.0,1220.0,1225.0,1379.0,1494.0,1541.0,1522.0,1647.0,1549.0,1436.0,1467.0,1412.0,1286.0,1253.0,1184.0,1184.0,1110.0,1164.0,1150.0,1085.0,1129.0,1087.0,1026.0,1045.0,992.0,1041.0,1022.0,888.0,840.0,1016.0,1082.0,1015.0,957.0,889.0,843.0,824.0,766.0,717.0,625.0,645.0,560.0,491.0,492.0,449.0,468.0,422.0,374.0,436.0,357.0,285.0,228.0,248.0,229.0,224.0,218.0,189.0,173.0,157.0,143.0,151.0,159.0,140.0,154.0,147.0,127.0,106.0,115.0,98.0,103.0,78.0,75.0,72.0,80.0,62.0,55.0,61.0,60.0,44.0,41.0,53.0,35.0,57.0,37.0,35.0,21.0,26.0,33.0,31.0,15.0,19.0,21.0,15.0,16.0,13.0,16.0,,14.0,11.0,7.0,9.0,11.0,
WV,M,,,,,,,,,5.0,,,,,6.0,,,5.0,5.0,8.0,8.0,6.0,8.0,8.0,,,6.0,9.0,8.0,6.0,6.0,5.0,,5.0,,5.0,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY,F,27.0,30.0,44.0,50.0,55.0,57.0,95.0,89.0,106.0,104.0,112.0,149.0,130.0,127.0,142.0,132.0,116.0,124.0,108.0,106.0,109.0,96.0,100.0,76.0,105.0,97.0,108.0,121.0,105.0,95.0,94.0,109.0,96.0,103.0,104.0,102.0,119.0,127.0,113.0,113.0,138.0,115.0,115.0,127.0,135.0,97.0,96.0,108.0,93.0,83.0,84.0,59.0,52.0,68.0,66.0,47.0,48.0,41.0,28.0,28.0,31.0,25.0,19.0,14.0,31.0,13.0,16.0,17.0,24.0,31.0,24.0,36.0,28.0,24.0,17.0,14.0,18.0,13.0,9.0,13.0,12.0,13.0,11.0,,,5.0,8.0,6.0,11.0,5.0,12.0,5.0,9.0,,5.0,,,7.0,6.0,7.0,8.0,,,,5.0,,,,
